epoch,acc,loss,val_acc,val_loss
84,0.901199996769,0.185037539359,0.823799988031,0.693925737441
85,0.899699996412,0.186575911166,0.819399980307,0.70836367771
86,0.90049999252,0.188086658278,0.79979998827,0.859541710913
87,0.903199997693,0.184036534708,0.807399982214,0.792181331664
88,0.905349997729,0.178105517644,0.801799987555,0.917600249797
89,0.904349995703,0.179305834603,0.81959998548,0.693398057073
90,0.906249997765,0.176762370244,0.818399991989,0.710502461195
91,0.904999998212,0.173993092719,0.812599986196,0.751110647172
92,0.908049996346,0.172714593168,0.815399980545,0.742050518095
93,0.902999997139,0.180095192911,0.819199988246,0.7232030949
94,0.910899997503,0.166980162039,0.82019998312,0.769577544183
95,0.905549997389,0.175061085531,0.821799983978,0.736673879474
96,0.907199999839,0.173059525993,0.802599986792,0.861298878193
97,0.910499999225,0.168849822823,0.820599988103,0.820600176901
98,0.912199997455,0.162361294832,0.814199978709,0.877824241668
99,0.911799998134,0.162467348166,0.807199987769,0.844948263317
